score,m,n,max_score,sim
56.55999999999986,544,444,164.55333333333314,82
61.066666666666585,544,444,164.55333333333314,83
58.13333333333328,544,444,164.55333333333314,84
64.12333333333326,544,444,164.55333333333314,85
61.7666666666665,544,444,164.55333333333314,86
58.83333333333323,544,444,164.55333333333314,87
62.799999999999855,544,444,164.55333333333314,88
61.78333333333321,544,444,164.55333333333314,89
67.85666666666656,544,444,164.55333333333314,90
58.71333333333329,544,444,164.55333333333314,91
57.57999999999991,544,444,164.55333333333314,92
65.59333333333319,544,444,164.55333333333314,93
60.583333333333236,544,444,164.55333333333314,94
64.5366666666666,544,444,164.55333333333314,95
58.76999999999996,544,444,164.55333333333314,96
57.999999999999936,544,444,164.55333333333314,97
64.0233333333332,544,444,164.55333333333314,98
67.32333333333321,544,444,164.55333333333314,99
63.72666666666654,544,444,164.55333333333314,100
